Don Bragg	USA 
Satoshi Sumida	JPN 
Kris Sumono	INA 
Prasert Sumpradit	THA 
Sarat Sumpradit	THA 
Sun Dan	CHN 
Sun Fengwu	CHN 
Sun Fuming	CHN 
Sun Guangxia	CHN 
Sun Hongyun	CHN 
Sun Huizi	CHN 
Sun Jie	CHN 
Sun Jun	CHN 
Sun Li	CHN 
Sun Meichen	CHN 
Sun Mengran	CHN 
Sun Mi-Sook	KOR 
Sun Qingmei	CHN 
Sun Qiuting	CHN 
Sun Senlin	CHN 
Sun Shuwei	CHN 
Sun Sinan	CHN 
Sun Tiantian	CHN 
Sun Wei	CHN 
Sun Wen	CHN 
Sun Wenyan	CHN 
Sun Xiao	CHN 
Sun Xiaolei	CHN 
Sun Xiulan	CHN 
Sun Yanan	CHN 
Sun Yating	CHN 
Sun Yawei	CHN 
Sun Ye	CHN 
Sun Yingjie	CHN 
Sun Yiwen	CHN 
Sun Yujie	CHN 
Sun Yujun	CHN 
Sun Zhen	CHN 
Sündeviin Byambatseren	MGL 
Sung Yu-Chi	TPE 
Puttita Supajirakul	THA 
Bambang Suprianto	INA 
Joko Suprianto	INA 
Maman Suryaman	INA 
Katsuaki Susa	JPN 
Susi Susanti	INA 
Debby Susanto	INA 
Hermawan Susanto	INA 
Khunakorn Suthisod	THA 
Supriyati Sutono	INA 
Khalid Habash Al-Suwaidi	QAT 
Sompote Suwannarangsri	THA 
Sittichai Suwonprateep	THA 
Danabek Suzhanov	KAZ 
Emiko Suzuki	JPN 
Hisatsugu Suzuki	JPN 
Keiji Suzuki	JPN 
Kenichi Suzuki	JPN 
Kunio Suzuki	JPN 
Ryozo Suzuki	JPN 
Satomi Suzuki	JPN 
Shinichiro Suzuki	JPN 
Shosuke Suzuki	JPN 
Takao Suzuki	JPN 
Yumiko Suzuki	JPN 
Iftikhar Ahmed Syed	PAK 
Dung Dung Sylvanus	IND 
Elmira Syzdykova	KAZ 
Rosanna Sze	HKG 
Szeto Man	TPE 
Tạ  Thanh Huyền	VIE 
Efren Tabanas	PHI 
Kenji Tabata	JPN 
Wakako Tabata	JPN 
Miguel Tabuena	PHI 
Masako Tachibana	JPN 
Miya Tachibana	JPN 
Koji Tachiki	JPN 
Sapsiree Taerattanachai	THA 
Adnan Taess	IRQ 
Mehdi Taghavi	IRI 
Takashi Taguchi	JPN 
Tareq Mubarak Taher	BRN 
Tai Beng Hai	MAS 
Tai Chao-Chih	TPE 
Tai Tzu-Ying	TPE 
Narihito Taima	JPN 
Mohammad Taj	AFG 
Masaji Tajima	JPN 
Yasuko Tajima	JPN 
Asako Tajimi	JPN 
Tak Jeong-Im	KOR 
Takayuki Takabayashi	JPN 
Maki Takada	JPN 
Yasuo Takada	JPN 
Yuji Takada	JPN 
Koki Takagi	JPN 
Ayaka Takahashi	JPN 
Chiemi Takahashi	JPN 
Eiko Takahashi	JPN 
Kiyomi Takahashi	JPN 
Masanao Takahashi	JPN 
Masayuki Takahashi	JPN 
Matsuyoshi Takahashi	JPN 
Miyuki Takahashi	JPN 
Naoko Takahashi	JPN 
Shigehiro Takahashi	JPN 
Shinji Takahashi	JPN 
Susumu Takahashi	JPN 
Tomomi Takahashi	JPN 
Toshio Takahashi	JPN 
Yoshiaki Takahashi	JPN 
Yoshie Takahashi	JPN 
Yuki Takahashi	JPN 
Yukiko Takahashi	JPN 
Yuriko Takahashi	JPN 
Shinji Takahira	JPN 
Masato Takaki	JPN 
Asako Takakura	JPN 
Ken Takakuwa	JPN 
Masahiro Takamatsu	JPN 
Yoshiko Takamatsu	JPN 
Yasunori Takami	JPN 
Seiichi Takamura	JPN 
Aya Takano	JPN 
Susumu Takano	JPN 
Toshinari Takaoka	JPN 
Kei Takase	JPN 
Akio Takashima	JPN 
Juri Takayama	JPN 
Yuko Takayanagi	JPN 
Taeko Takeba	JPN 
Daisaku Takeda	JPN 
Miho Takeda	JPN 
Satoshi Takeda	JPN 
Koji Takei	JPN 
Yukari Takemoto	JPN 
Aya Takeuchi	JPN 
Kazuya Takeuchi	JPN 
Masatomo Takeuchi	JPN 
Kenji Takeya	JPN 
Mikiko Takeya	JPN 
Bajrang Takhar	IND 
Mohammad Talaei	IRI 
Jalal Talebi	IRI 
Ahmad Reza Talebian	IRI 
Jayanta Talukdar	IND 
Tam Chew Seng	MAS 
Kenji Tamamura	JPN 
Dai Tamesue	JPN 
Lili Tampi	INA 
Henrik Tamraz	IRI 
Misako Tamura	JPN 
Ben Tan	SGP 
Tan Boon Heong	MAS 
Tan Eng Bock	SGP 
Tan Feihu	CHN 
Tan Jian	CHN 
Tan Jiaxin	CHN 
Tan Kim Bee	MAL 
Tan Liangde	CHN 
Tan Liong Houw	INA 
Sharon Tan	SGP 
Tan Shuping	CHN 
Tan Thuan Heng	MAS 
Tiger Tan	MAS 
Tracey Tan	SGP 
Tan Wearn Haw	SGP 
Tan Wee Kiong	MAS 
Tan Xue	CHN 
Tan Ya-Ting	TPE 
Tan Ying	CHN 
Tan Zongliang	CHN 
Chikara Tanabe	JPN 
Kiyoshi Tanabe	JPN 
Yasunori Tanabe	JPN 
Yoko Tanabe	JPN 
Hikaru Tanaka	JPN 
Kishio Tanaka	JPN 
Rie Tanaka	JPN 
Tatsuya Tanaka	JPN 
Toshiyuki Tanaka	JPN 
Yukinori Tanaka	JPN 
Harry Tañamor	PHI 
Katsuyuki Tanamura	JPN 
Tamarine Tanasugarn	THA 
Tang Bin	CHN 
Tang Chih-Chun	TPE 
Tang Chiu Mang	HKG 
Tang Chunling	CHN 
Tang Hongwei	CHN 
Tang Hua	CHN 
Tang Jiuhong	CHN 
Tang Kwong Hau	HKG 
Tang Lin	CHN 
Tang Mengni	CHN 
Tang Min	CHN 
Tang Xiaoyin	CHN 
Tang Xuezhong	CHN 
Tang Yik Chun	HKG 
Tang Yongshu	CHN 
Walapa Tangjitsusorn	THA 
Abdullo Tangriyev	UZB 
Satoru Tanigawa	JPN 
Hiromi Taniguchi	JPN 
Masatomo Taniguchi	JPN 
Noriko Taniguchi	JPN 
Shinya Taniguchi	JPN 
Takayuki Tanii	JPN 
Kanako Tanikawa	JPN 
Teijiro Tanikawa	JPN 
Ayumi Tanimoto	JPN 
Asami Tanno	JPN 
Napalai Tansai	THA 
Tao Hua	CHN 
Tao Li	SGP 
Tao Luna	CHN 
Tao Yujia	CHN 
Ahmad Al-Tarabulsi	KUW 
Mohamed Kheir Tarabulsi	LBN 
Farokh Tarapore	IND 
Mikhail Tarasov	UZB 
Yuliya Tarasova	UZB 
Adrianus Taroreh	INA 
Toshio Tasaki	JPN 
Shigetoshi Tashiro	JPN 
Ryo Tateishi	JPN 
Bahram Tavakoli	IRI 
Hossein Tavakoli	IRI 
Amir Tavakolian	IRI 
Tay Chin Joo	SGP 
Molly Tay	MAS 
Hirokatsu Tayama	JPN 
Behnam Tayebi Kermani	IRI 
Romana Tedjakusuma	INA 
Pramote Teerawiwatana	THA 
Mohamed Tehraniami	IRI 
Rosiana Tendean	INA 
Teng Fei	CHN 
Teng Haibin	CHN 
Teng Zhiqiang	CHN 
Tongchai Teptani	THA 
Aya Terakawa	JPN 
Miho Teramura	JPN 
Rie Terazono	JPN 
Olga Tereshkova	KAZ 
Andrey Teteryuk	KAZ 
Thạch Kim Tuấn	VIE 
Deepak Thakur Sonkhla	IND 
Deepika Thakur	IND 
Runu Guha Thakurta	IND 
Santi Thamasucharit	THA 
Than Soe	MYA 
Than Tun	MYA 
Peter Thangaraj	IND 
Sheikh Ali Al-Thani	QAT 
Jutamass Thavoncharoen	THA 
Thein Myint	MYA 
Udomsak Theinthong	THA 
Sugath Thilakaratne	SRI 
Nikkin Thimmaiah	IND 
Thio Gim Hock	SGP 
Thio Ging Hwie	INA 
Thio Him Tjiang	INA 
Prarthana Thombare	IND 
Pornchai Thongburan	THA 
Yuthana Thonglek	THA 
Somsak Thongsuk	THA 
Lijo David Thottan	IND 
Saralee Thungthongkam	THA 
Tian Bingyi	CHN 
Tian Jia	CHN 
Tian Liang	CHN 
Tian Qing	CHN 
Tian Yumei	CHN 
Tie Ya Na	HKG 
Tien Ah-Mei	TPE 
Tien Chia-Chen	TPE 
Minarti Timur	INA 
Tin Aung	MYA 
Tin Aung Moe	MYA 
Tin Maung Ni	MYA 
Tin Sein	MYA 
Dilip Kumar Tirkey	IND 
Ignace Tirkey	IND 
Susyana Tjhan	INA 
Yvonne Tobis	ISR 
Kenjiro Todoroki	JPN 
Khurshid Todzhiboyev	UZB 
Sergey Tokarnitsky	KAZ 
Shuichi Toki	JPN 
Arna Toktagan	KAZ 
Ryo Tokuno	JPN 
Mariano Tolentino	PHI 
Svetlana Tolstaya	KAZ 
Dmitry Tomashevich	UZB 
Nobutaka Tomatsu	JPN 
Yumi Tomei	JPN 
Shinichi Tomii	JPN 
Kihei Tomioka	JPN 
Hiroyuki Tomita	JPN 
Makiko Tomita	JPN 
Hideaki Tomiyama	JPN 
Hidehiko Tomizawa	JPN 
Yoshiharu Tomonaga	JPN 
Takashi Tomura	JPN 
Tong Fei	CHN 
Tong Hui	CHN 
Tong Suet-Fong	TPE 
Tong Wen	CHN 
Arkady Topayev	EUN 
Manohar Topno	IND 
Namita Toppo	IND 
Majid Torkan	IRI 
Dmitry Torlopov	KAZ 
Nataliya Torshina-Alimzhanova	KAZ 
Eri Tosaka	JPN 
Margaret Toscano	IND 
Muhammad Tousiq	PAK 
Katsuya Toyama	JPN 
Hiroshi Toyooka	JPN 
Trần Gia Thu	VNM 
Trần Hiếu Ngân	VIE 
Trần Quốc Cường	VIE 
Trần Văn Nen	VNM 
Olga Travnikova	KAZ 
Jefi Tri Aji	INA 
Santia Tri Kusuma	INA 
 Triyatno	INA 
Ulyana Trofimova	UZB 
Tsai Cheng-Fu	TPE 
Tsai Chia-Hsin	TPE 
Tsai Feng-An	TPE 
Tsai Ming-Hung	TPE 
Sherry Tsai	HKG 
Tsai Shu-Min	TPE 
Tse Ying Suet	HKG 
Tsedendambyn Natsagdorj	MGL 
Igor Tsel	KAZ 
Tsend-Ayuushiin Ochirbat	MGL 
Tsend-Ayushiin Naranjargal	MGL 
Tseng Chi-Chen	TPE 
Tseng Hsiao-Fen	TPE 
Jovina Tseng	MAS 
Tseng Li-Cheng	TPE 
Tserenbaataryn Khosbayar	MGL 
Tserenbaataryn Tsogtbayar	MGL 
Tseyen-Oidovyn Tserennyam	MGL 
Tsogbadrakhyn Mönkhzul	MGL 
Tsogtbazaryn Enkhjargal	MGL 
Hiroyasu Tsuchie	JPN 
Tsui Chi Ho	HKG 
Masanori Tsuji	JPN 
Maki Tsukada	JPN 
Naoya Tsukahara	JPN 
Eiichi Tsukinoki	JPN 
Toshie Tsukui	JPN 
Yoshihiro Tsumuraya	JPN 
Georgy Tsurtsumia	KAZ 
Koko Tsurumi	JPN 
Kanoko Tsutani-Mabuchi	JPN 
Oleg Tsvetkovsky	UZB 
Tu Chih-Chen	TPE 
Tu Hui-Mei	TPE 
Tu Hui-Ping	TPE 
Tu Jong-Sil	PRK 
Tüdeviin Myagmarjav	MGL 
Iroda Tulyaganova	UZB 
Tümen-Odyn Battögs	MGL 
Tümendembereliin Züünbayan	MGL 
Tümentsetsegiin Üitümen	MGL 
Vicente Tuñacao	PHI 
Tung Yun-Chi	TPE 
Kavita Tungar	IND 
Yossif Al-Tunian	KSA 
Lote Tuqiri	JPN 
Farkhod Turayev	UZB 
Danila Turchin	UZB 
Dilshodzhon Turdiyev	UZB 
Tulkunbay Turgunov	UZB 
Nigora Tursunkulova	UZB 
Nurmakhan Tynaliyev	KAZ 
Aysuluu Tynybekova	KGZ 
Ruslan Tyumenbayev	KGZ 
Anatoly Tyurin	EUN 
Dmitry Tyurin	KAZ 
U Cheol	KOR 
U Geun-Gyeong	KOR 
Gilbert U	HKG 
U Hyeon-Jeong	KOR 
U Seon-Hui	KOR 
Hiroko Uchida-Yokoyama	JPN 
Miki Uchida	JPN 
Sho Uchida	JPN 
Tsunehisa Uchino	JPN 
Kahori Uchiyama	JPN 
Kyoko Uchiyama	JPN 
Noboru Uchiyama	JPN 
Tamaki Uchiyama	JPN 
Yuki Uchiyama	JPN 
Riaz ud-Din	PAK 
Cherdchai Udompaichitkul	THA 
Ai Ueda	JPN 
Gen Ueda	JPN 
Haruka Ueda	JPN 
Miki Uemura	JPN 
Masae Ueno	JPN 
Yoshie Ueno	JPN 
Yukiko Ueno	JPN 
Tatsuya Ueta	JPN 
Yasushi Ueta	JPN 
Yasuhiro Ueyama	JPN 
Rustam Ukumanov	KAZ 
Mami Umeki	JPN 
Aya Umemura	JPN 
Kenichi Umezawa	JPN 
Thawee Umponmaha	THA 
Veera Uppapong	THA 
Kazushige Ura	JPN 
Ryoko Urakami	JPN 
Uranchimegiin Mönkh-Erdene	MGL 
Marian Urdabayeva	KAZ 
Diyorbek Urozboyev	UZB 
Martin Urra	PHI 
Daisuke Usami	JPN 
P. T. Usha	IND 
Vladimir Ushakov	KAZ 
Kyohei Ushio	JPN 
Keisuke Ushiro	JPN 
Sergey Ushkalov	KAZ 
Muhammad Usman	PAK 
Komronshokh Ustopiriyon	TJK 
Junichi Usui	JPN 
Pujawati Utama	INA 
Salamat Utarbayev	KAZ 
Reika Utsugi	JPN 
Pavel Uvarov	KGZ 
Ellina Uzhakhova	KAZ 
Ayatollah Vagozari	IRI 
Nirupama Vaidyanathan	IND 
Yevgeny Vakker	KGZ 
Lloyd Valberg	SGP 
Roman Valiyev	KAZ 
Arnulfo Valles	PHI 
Ali Valli	IRI 
M. D. Valsamma	IND 
Frans van Bronckhorst	INA 
KV Varadaraj	IND 
T. M. Varghese	IND 
Sabu Varkey	IND 
Siamak Varzideh	IRI 
Yana Vasilyeva	KAZ 
Worasit Vechaphut	THA 
Anjali Vedpathak-Bhagwat	IND 
Lydia de Vega	PHI 
Padet Vejsawarn	THA 
Mansueto Velasco	PHI 
Ruslan Veliyev	KAZ 
P. Venkatesh	IND 
Muniswamy Venu	IND 
Oleg Veretelnikov	UZB 
Subhash Verma	IND 
Manolo Vicera	PHI 
Borja Vidal	QAT 
Antonio Villamor	PHI 
Josephine de la Viña	PHI 
Aleksandr Vinokurov	KAZ 
Jagadeesan Vishnuvardhan	IND 
Remegio Vista	PHI 
Sunil Sowmarpet Vitalacharya	IND 
Vladimir Vokhmyanin	KAZ 
Marina Volnova	KAZ 
Albert von Einsiedel	PHI 
Yekaterina Voronina	UZB 
Sergey Voynov	UZB 
Vũ Thị Hương	VIE 
Irina Vyguzova	KAZ 
Akihito Wada	JPN 
Eiko Wada	JPN 
Kikuo Wada	JPN 
Takahiro Wada	JPN 
Donald Wailan Walalangi	INA 
Kaoru Wakabayashi	JPN 
Shigeki Wakabayashi	JPN 
Hisashi Wakahara	JPN 
Tatsuya Wakinaga	JPN 
Kimi Wakitashiro	JPN 
Julian Walsh	JPN 
Wang Aichen	CHN 
Wang Beiming	CHN 
Wang Bing	CHN 
Wang Chen	HKG 
Wang Cheng-Pang	TPE 
Wang Chengyi	CHN 
Wang Chien-Ming	TPE 
Wang Chin-Fang	TPE 
Wang Chongsheng	CHN 
Wang Chunyu	CHN 
Wang Dali	CHN 
Wang Dandan	CHN 
Wang Fan	CHN 
Wang Fang	CHN 
Wang Fei	CHN 
Wang Feng	CHN 
Wang Gi-Chun	KOR 
Wang Guan	CHN 
Wang Haibin	CHN 
Wang Haibo	CHN 
Wang Hao	CHN 
Wang Hongbing	CHN 
Wang Hongni	CHN 
Wang Huei-Chen	TPE 
Wang Hui	CHN 
Wang Huifeng	CHN 
Wang Huiying	CHN 
Wang Jianan	CHN 
Wang Jie	CHN 
Wang Jin	CHN 
Wang Jing	CHN 
Wang Jingfeng	CHN 
Wang Jingzhi	CHN 
Wang Jiuyan	CHN 
Wang Jue Gu	SGP 
Wang Jun	CHN 
Wang Junxia	CHN 
Wang Kuang-Huei	TPE 
Wang Kuang-Shih	TPE 
Wang Kun	CHN 
Wang Lei	CHN 
Wang Li	CHN 
Wang Lianyuan	CHN 
Wang Libin	CHN 
Wang Lihong	CHN 
Wang Lin	CHN 
Wang Ling	CHN 
Wang Liping	CHN 
Wang Liqin	CHN 
Wang Lu	CHN 
Wang Mengyu	CHN 
Wang Min	CHN 
Wang Ming-Hui	TPE 
Wang Minhui	CHN 
Wang Na	CHN 
Wang Nan	CHN 
Wang Ok-Gyong	PRK 
Wang Qiang	CHN 
Wang Qingzhi	CHN 
Wang Ruiji	CHN 
Wang Shasha	CHN 
Wang Shi-Ting	TPE 
Wang Shijia	CHN 
Wang Shin-Yuan	TPE 
Wang Shipeng	CHN 
Wang Shun	CHN 
Wang Shusen	CHN 
Wang Tao	CHN 
Wang Tiexin	CHN 
Wang Weidong	CHN 
Wang Weiyi	CHN 
Wang Xian	CHN 
Wang Xianbo	CHN 
Wang Xiangdang	CHN 
Wang Xiaohong	CHN 
Wang Xiaoli	CHN 
Wang Xiaotian	CHN 
Wang Xiaoyan	CHN 
Wang Xiaozhu	CHN 
Wang Xin	CHN 
Wang Xinyan	CHN 
Wang Xiuting	CHN 
Wang Xu	CHN 
Wang Xueer	CHN 
Wang Ya-Fen	TPE 
Wang Yan	CHN 
Wang Yang	CHN 
Wang Yi	CHN 
Wang Yifu	CHN 
Wang Yih-Jiun	TPE 
Wang Yihan	CHN 
Wang Yimei	CHN 
Wang Ying	CHN 
Wang Yinhang	CHN 
Wang Yiwu	CHN 
Wang Yong	CHN 
Wang Yu	CHN 
Wang Yuwei	CHN 
Wang Zhelin	CHN 
Wang Zhen	CHN 
Wang Zhendong	CHN 
Wang Zheng	CHN 
Wang Zhidan	CHN 
Wang Zhiming	CHN 
Wang Zhiwei	CHN 
Wang Zhizhi	CHN 
Wang Zhonghua	CHN 
Muhammad Waqas	PAK 
Ahmed Ibrahim Warsama	QAT 
Syed Imran Ali Warsi	PAK 
Noboru Waseda	JPN 
Asako Watanabe	JPN 
Hiroki Watanabe	JPN 
Kazumi Watanabe	JPN 
Kazunari Watanabe	JPN 
Kazuo Watanabe	JPN 
Kenji Watanabe	JPN 
Kumiko Watanabe	JPN 
Masako Watanabe	JPN 
Osamu Watanabe	JPN 
Takahiro Watanabe	JPN 
Tomoko Watanabe	JPN 
Rio Watari	JPN 
Wei Chen-Yang	TPE 
Wei Chun-Heng	TPE 
Wei Haiying	CHN 
Wei Meng	CHN 
Wei Ning	CHN 
Wei Qiang	CHN 
Wei Qiuxiang	CHN 
Wei Yili	CHN 
Wei Yongli	CHN 
Wen Li-Hsiu	TPE 
Wen Lirong	CHN 
Wen Yangfang	CHN 
Wen Yimei	CHN 
Wen Yongyi	CHN 
Wen Zhifang	CHN 
Weng Kangqiang	CHN 
Weng Tzu-Ting	TPE 
Wi Bok-Sun	PRK 
Suzanna Wibowo	INA 
Nova Widianto	INA 
Angie Widjaja	INA 
Dirdja Wihardja	INA 
Benny Wijaya	INA 
Candra Wijaya	INA 
Phjilip Wijewardene	SRI 
Hannah Wilson	HKG 
William Wilson	PHI 
Wickramesinghe Wimaladasa	SRI 
Ranga Wimalawansa	SRI 
Win Kay Thi	MYA 
Win Maung	MYA 
Win Swe Swe	MYA 
Ardy Wiranata	INA 
Bonit Wiryawan	INA 
Wiebe Wolters	SGP 
Won Chang-Yong	KOR 
Won Ok-Im	PRK 
Won Sin-Hui	KOR 
Won U-Yeong	KOR 
Wong Chi-Keung	TPE 
Wong Ching	HKG 
Wong Choon Hin	MAS 
Wong Choong Hann	MAS 
Jamie Wong	HKG 
Wong Kam Fook	MAS 
Wong Kam Po	HKG 
Wong Pei Tty	MAS 
Sam Wong	HKG 
Panipak Wongpattanakit	THA 
Woon Khe Wei	MAS 
Kriengsak Worawut	THA 
Wu Ah-Min	TPE 
Wu Chia-Yen	TPE 
Wu Chia-Ying	TPE 
Wu Ching Hui	HKG 
Wu Chongkui	CHN 
Wu Chunlan	CHN 
Wu Di	CHN 
Wu Ha-Ram	KOR 
Wu Hanxiong	CHN 
Wu Hui-Ju	TPE 
Wu Jeong-Ho	KOR 
Wu Jiani	CHN 
Wu Jin-Yun	TPE 
Wu Jingyu	CHN 
Wu Lanying	CHN 
Wu Liuxi	CHN 
Wu Mei-Ling	TPE 
Wu Meijin	CHN 
Wu Minxia	CHN 
Wu Naiqun	CHN 
Wu Peng	CHN 
Wu Penggen	CHN 
Wu Qinglong	CHN 
Wu Sang-Hyeok	KOR 
Wu Shude	CHN 
Wu Shugen	CHN 
Wu Shuijiao	CHN 
Wu Tao	CHN 
Wu Tao-Yan	TPE 
Wu Tsung-Yi	TPE 
Wu Weipei	CHN 
Wu Wen-Chia	TPE 
Wu Wenkai	CHN 
Wu Xiaoxuan	CHN 
Wu Xing Yao	HKG 
Wu Yanan	CHN 
Wu Yiwen	CHN 
Wu Zhiyu	CHN 
Xia Fujie	CHN 
Xia Jiaping	CHN 
Xia Xuanze	CHN 
Xian Bangdi	CHN 
Xian Dongmei	CHN 
Xiang Yanmei	CHN 
Xiao Aihua	CHN 
Xiao Di	CHN 
Xiao Hailiang	CHN 
Xiao Qin	CHN 
Xiao Zhen	CHN 
Xie Huilin	CHN 
Xie Jun	CHN 
Xie Junmin	CHN 
Xie Limei	CHN 
Xie Wenjun	CHN 
Xie Xingfang	CHN 
Xie Xufeng	CHN 
Xie Yongjun	CHN 
Xie Yuxin	CHN 
Xie Zhenye	CHN 
Xie Zhongbo	CHN 
Xin Minhong	CHN 
Xing Aiying	SGP 
Xing Aowei	CHN 
Xing Huina	CHN 
Xing Yu	CHN 
Xiong Dunhan	CHN 
Xiong Ni	CHN 
Xiong Qiying	CHN 
Xiong Zi	CHN 
Xiu Lijuan	CHN 
Xu Anqi	CHN 
Xu Chao	CHN 
Xu Chen	CHN 
Xu Dan	CHN 
Xu Demei	CHN 
Xu Dongxiang	CHN 
Xu Guoqing	CHN 
Xu Haifeng	CHN 
Xu Haiyan	CHN 
Xu Jian	CHN 
Xu Jing	CHN 
Xu Linbei	CHN 
Xu Linyin	CHN 
Xu Tianlongzi	CHN 
Xu Wuling	CHN 
Xu Xiaoguang	CHN 
Xu Xiaoliang	CHN 
Xu Xiaoxu	CHN 
Xu Xin	CHN 
Xu Yan	CHN 
Xu Yang	CHN 
Xu Yanhua	CHN 
Xu Yanmei	CHN 
Xu Yifan	CHN 
Xu Yuan Zhen	SGP 
Xu Yuhua	CHN 
Xu Zangjun	CHN 
Xu Zhiqiang	CHN 
Xue Bing	CHN 
Xue Changrui	CHN 
Xue Chen	CHN 
Xue Cuilan	CHN 
Xue Fei	CHN 
Xue Jinhua	CHN 
Xue Juan	CHN 
Xue Ming	CHN 
Xue Ruipeng	CHN 
Shizuo Yada	JPN 
Vikas Krishan Yadav	IND 
Ahmed Yaghoti	IRI 
Mieko Yagi	JPN 
Mohammad Anas Yahiya	IND 
Midori Yajima	JPN 
Vladislav Yakovlev	KAZ 
Nataliya Yakovleva	KAZ 
Sergey Yakshin	KAZ 
Eri Yamada	JPN 
Hiroomi Yamada	JPN 
Kagari Yamada	JPN 
Miho Yamada	JPN 
Miyo Yamada	JPN 
Shuji Yamada	JPN 
Ryota Yamagata	JPN 
Yasuyo Yamagishi	JPN 
Nozomi Yamago	JPN 
Akane Yamaguchi	JPN 
Marie Yamaguchi	JPN 
Misaki Yamaguchi	JPN 
Noriko Yamaji	JPN 
Rie Yamaki	JPN 
Hiroshi Yamamoto	JPN 
Kohei Yamamoto	JPN 
Mayuka Yamamoto	JPN 
Noriko Yamamoto	JPN 
Ryosuke Yamamoto	JPN 
Sachiyo Yamamoto	JPN 
Seito Yamamoto	JPN 
Shinji Yamamoto	JPN 
Takashi Yamamoto	JPN 
Yoko Yamamoto	JPN 
Yosuke Yamamoto	JPN 
Yukari Yamamoto	JPN 
Akira Yamamura	JPN 
Kota Yamamura	JPN 
Takashi Yamamura	JPN 
Toshiyuki Yamamura	JPN 
Rikiko Yamanaka	JPN 
Shino Yamanaka	JPN 
Toshio Yamano	JPN 
Eri Yamanoi	JPN 
Hiroko Yamashita	JPN 
Hironobu Yamashita	JPN 
Miyuki Yamashita	JPN 
Norifumi Yamashita	JPN 
Sadako Yamashita	JPN 
Tomoya Yamashita	JPN 
Toshikazu Yamashita	JPN 
Kenji Yamauchi	JPN 
Mika Yamauchi	JPN 
Kyoji Yamawaki	JPN 
Sachiko Yamazaki	JPN 
Rampai Yamfang-Sriyai	THA 
Yan Fang	CHN 
Yan Jiankui	CHN 
Yan Jing	CHN 
Yan Meizhu	CHN 
Yan Ming	CHN 
Yan Sen	CHN 
Yan Shixin 	CHN 
Yan Zi	CHN 
Yan Zibei	CHN 
Hideaki Yanagida	JPN 
Masaru Yanagida	JPN 
Tsuyoshi Yanagidate	JPN 
Satoshi Yanagisawa	JPN 
Miyuki Yanagita	JPN 
Hiroshi Yanai	JPN 
Akira Yanase	JPN 
Kaori Yanase	JPN 
Yang Bin	CHN 
Yang Bo	CHN 
Yang Changling	CHN 
Yang Chien-Fu	TPE 
Yang Chin-Yi	TPE 
Yang Chun-Song	PRK 
Yang Chung-Yeol	KOR 
Yang Cuiping	CHN 
Yang Dal-Sik	KOR 
Yang Eui-Yong	PRK 
Yang Ha-Eun	KOR 
Yang Hak-Seon	KOR 
Yang Hao	CHN 
Yang Haoran	CHN 
Yang Hongbing	CHN 
Yang Hsiu-Chen	TPE 
Yang Hui-Cheon	KOR 
Yang Hui-Chun	TPE 
Yang Huiping	CHN 
Yang Hyo-Jin	KOR 
Yang Jeong-Mo	KOR 
Yang Ji-Won	KOR 
Yang Jianping	CHN 
Yang Jin-Ung	KOR 
Yang Jun	CHN 
Yang Junxia	CHN 
Yang Junxuan	CHN 
Yang Kun-Pi	TPE 
Yang Kyong-Il	PRK 
Yang Ling	CHN 
Yang Liqun	CHN 
Yang Noe-Seong	KOR 
Yang Shaoqi	CHN 
Yang Shisen	CHN 
Yang Shu-Chun	TPE 
Yang Su-Jin	KOR 
Yang Tae-Yeong	KOR 
Yang Wei	CHN 
Yang Wenjun	CHN 
Yang Wenqin	CHN 
Yang Xiangzhong	CHN 
Yang Xiao	CHN 
Yang Xiaoyan	CHN 
Yang Xiuli	CHN 
Yang Yang	
Yang Yansheng	CHN 
Yang Yaozu	CHN 
Yang Yeong-Ja	KOR 
Yang Yilin	CHN 
Yang Ying	CHN 
Yang Yong	CHN 
Yang Zhen	CHN 
Yang Zhixian	CHN 
Yang Zi	SGP 
Naphaswan Yangpaiboon	THA 
Rangsit Yanothai	THA 
Yao Fen	CHN 
Yao Jianzhong	CHN 
Yao Jie	CHN 
Yao Jingyuan	CHN 
Yao Jinnan	CHN 
Yao Ming	CHN 
Yao Yan	CHN 
Yao Yawen	CHN 
Yao Ye	CHN 
James Yap	TPE 
Yap Kim Hock	MAS 
Yap Pow Thong	MAS 
Salem Eid Yaqoob	BRN 
Dilshod Yarbekov	UZB 
Oksana Yarygina	RUS 
Konstantin Yashin	UZB 
Hirokazu Yasuda	JPN 
Kenya Yasuda	JPN 
Noriaki Yasuda	JPN 
Yoshihiro Yasumi	JPN 
Yoshiaki Yatsu	JPN 
Ghasem Yavarkandi	IRI 
Aki Yazawa	JPN 
Kazuki Yazawa	JPN 
Hassan Yazdani	IRI 
Reza Yazdani	IRI 
Ye Chong	CHN 
Ye Lin	CHN 
Ye Nyunt	MYA 
Ye Zhaoying	CHN 
Katai Yeerlanbieke	CHN 
Tatyana Yefimenko	KGZ 
Ivan Yefremov	UZB 
Aleksey Yegorov	KAZ 
Yevgeny Yegorov	KAZ 
Yeh Chu-Mei	TPE 
Yeh Chun-Chang	TPE 
Yeh Wen-Hua	TPE 
Daniyar Yeleusinov	KAZ 
Margarita Yeliseyeva	KAZ 
Aleksandr Yemelyanov	KAZ 
Mikhail Yemelyanov	KAZ 
Yen Kuo-Che	TPE 
